id,ingredients_id,raw,cooked,deep_fry,shallow_fry,boiled,roasted,updated_at,created_at,custom,custom_name
75,721,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:27:20.555,2025-03-31 21:27:20.555,0.000,Custom
76,722,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:27:29.669,2025-03-31 21:27:29.669,0.000,Custom
77,723,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:28:10.944,2025-03-31 21:28:10.944,0.000,Custom
78,724,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:28:21.513,2025-03-31 21:28:21.513,0.000,Custom
79,725,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:28:30.687,2025-03-31 21:28:30.687,0.000,Custom
80,726,1.000,0.800,0.700,0.750,0.850,0.750,2025-03-31 21:29:09.791,2025-03-31 21:29:09.791,0.000,Custom
81,728,1.000,0.700,0.600,0.650,0.750,0.600,2025-03-31 21:29:29.351,2025-03-31 21:29:29.351,0.000,Custom
82,729,1.000,0.900,0.000,0.000,0.900,0.850,2025-03-31 21:30:12.558,2025-03-31 21:30:12.558,0.000,Custom
83,730,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:30:22.906,2025-03-31 21:30:22.906,0.000,Custom
84,731,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:30:32.155,2025-03-31 21:30:32.155,0.000,Custom
85,732,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:31:10.798,2025-03-31 21:31:10.798,0.000,Custom
86,733,1.000,0.900,0.000,0.000,0.000,0.900,2025-03-31 21:31:21.137,2025-03-31 21:31:21.137,0.000,Custom
87,734,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:31:32.047,2025-03-31 21:31:32.047,0.000,Custom
88,735,1.000,1.000,0.000,0.000,1.000,0.000,2025-03-31 21:32:10.006,2025-03-31 21:32:10.006,0.000,Custom
89,736,1.000,0.750,0.650,0.700,0.800,0.700,2025-03-31 21:32:20.763,2025-03-31 21:32:20.763,0.000,Custom
90,737,1.000,2.500,0.000,0.000,0.000,0.000,2025-03-31 21:32:29.27,2025-03-31 21:32:29.27,0.000,Custom
91,738,1.000,2.500,0.000,0.000,2.500,0.000,2025-03-31 21:33:09.197,2025-03-31 21:33:09.197,0.000,Custom
92,739,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:33:17.207,2025-03-31 21:33:17.207,0.000,Custom
93,740,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:33:28.015,2025-03-31 21:33:28.015,0.000,Custom
94,741,1.000,0.900,0.850,0.850,0.950,0.800,2025-03-31 21:34:09.58,2025-03-31 21:34:09.58,0.000,Custom
95,742,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:34:19.026,2025-03-31 21:34:19.026,0.000,Custom
96,743,1.000,0.800,0.000,0.000,0.800,0.700,2025-03-31 21:34:29.454,2025-03-31 21:34:29.454,0.000,Custom
97,744,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:35:09.597,2025-03-31 21:35:09.597,0.000,Custom
98,745,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:35:18.771,2025-03-31 21:35:18.771,0.000,Custom
99,746,1.000,1.000,0.000,0.000,1.000,0.000,2025-03-31 21:35:28.254,2025-03-31 21:35:28.254,0.000,Custom
100,747,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:36:10.05,2025-03-31 21:36:10.05,0.000,Custom
101,748,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:36:19.356,2025-03-31 21:36:19.356,0.000,Custom
102,749,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:36:31.763,2025-03-31 21:36:31.763,0.000,Custom
103,750,1.000,1.000,0.900,0.950,1.000,0.900,2025-03-31 21:37:10.11,2025-03-31 21:37:10.11,0.000,Custom
104,751,1.000,0.000,0.000,0.000,0.000,1.000,2025-03-31 21:37:19.973,2025-03-31 21:37:19.973,0.000,Custom
105,753,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:38:09.418,2025-03-31 21:38:09.418,0.000,Custom
106,754,1.000,1.200,0.000,0.000,1.200,1.100,2025-03-31 21:38:20.822,2025-03-31 21:38:20.822,0.000,Custom
107,755,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:38:30.77,2025-03-31 21:38:30.77,0.000,Custom
108,756,1.000,0.900,0.000,0.000,0.900,0.000,2025-03-31 21:39:10.997,2025-03-31 21:39:10.997,0.000,Custom
109,758,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:39:31.803,2025-03-31 21:39:31.803,0.000,Custom
110,759,1.000,0.900,0.000,0.000,0.900,0.850,2025-03-31 21:40:11.696,2025-03-31 21:40:11.696,0.000,Custom
111,760,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:40:23.183,2025-03-31 21:40:23.183,0.000,Custom
112,761,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:40:32.207,2025-03-31 21:40:32.207,0.000,Custom
113,762,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:41:11.591,2025-03-31 21:41:11.591,0.000,Custom
114,763,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:41:21.134,2025-03-31 21:41:21.134,0.000,Custom
115,765,1.000,0.900,0.000,0.000,0.900,0.000,2025-03-31 21:42:11.256,2025-03-31 21:42:11.256,0.000,Custom
116,766,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:42:19.986,2025-03-31 21:42:19.986,0.000,Custom
117,767,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:42:30.808,2025-03-31 21:42:30.808,0.000,Custom
118,768,1.000,0.900,0.000,0.000,0.900,0.850,2025-03-31 21:43:09.459,2025-03-31 21:43:09.459,0.000,Custom
119,769,1.000,0.900,0.000,0.000,0.000,0.850,2025-03-31 21:43:18.774,2025-03-31 21:43:18.774,0.000,Custom
120,770,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:43:28.345,2025-03-31 21:43:28.345,0.000,Custom
121,771,1.000,0.750,0.000,0.000,0.750,0.750,2025-03-31 21:44:10.873,2025-03-31 21:44:10.873,0.000,Custom
122,772,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:44:19.936,2025-03-31 21:44:19.936,0.000,Custom
123,773,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:44:30.34,2025-03-31 21:44:30.34,0.000,Custom
124,774,1.000,1.000,1.000,1.000,1.000,1.000,2025-03-31 21:45:10.909,2025-03-31 21:45:10.909,0.000,Custom
125,775,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:45:20.331,2025-03-31 21:45:20.331,0.000,Custom
126,776,1.000,0.900,0.000,0.000,0.000,0.800,2025-03-31 21:45:29.576,2025-03-31 21:45:29.576,0.000,Custom
127,777,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:46:10.697,2025-03-31 21:46:10.697,0.000,Custom
128,778,1.000,0.900,0.800,0.850,0.950,0.850,2025-03-31 21:46:19.057,2025-03-31 21:46:19.057,0.000,Custom
129,779,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:46:28.279,2025-03-31 21:46:28.279,0.000,Custom
130,780,1.000,0.900,0.000,0.000,0.900,0.850,2025-03-31 21:47:12.5,2025-03-31 21:47:12.5,0.000,Custom
131,781,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:47:22.347,2025-03-31 21:47:22.347,0.000,Custom
132,782,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:47:33.247,2025-03-31 21:47:33.247,0.000,Custom
133,784,1.000,1.000,0.000,0.000,0.000,1.000,2025-03-31 21:48:20.929,2025-03-31 21:48:20.929,0.000,Custom
134,785,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:48:29,2025-03-31 21:48:29,0.000,Custom
135,786,1.000,0.900,0.000,0.000,0.000,0.800,2025-03-31 21:49:11.111,2025-03-31 21:49:11.111,0.000,Custom
136,788,1.000,0.750,0.000,0.000,0.750,0.700,2025-03-31 21:49:29.473,2025-03-31 21:49:29.473,0.000,Custom
137,789,1.000,1.000,0.000,0.000,1.000,0.000,2025-03-31 21:50:09.612,2025-03-31 21:50:09.612,0.000,Custom
138,790,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:50:19.548,2025-03-31 21:50:19.548,0.000,Custom
139,791,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:50:29.783,2025-03-31 21:50:29.783,0.000,Custom
140,792,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:51:10.268,2025-03-31 21:51:10.268,0.000,Custom
141,793,1.000,3.000,0.000,0.000,3.000,0.000,2025-03-31 21:51:20.768,2025-03-31 21:51:20.768,0.000,Custom
142,794,1.000,0.700,0.000,0.000,0.700,0.600,2025-03-31 21:51:31.859,2025-03-31 21:51:31.859,0.000,Custom
143,795,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:52:09.69,2025-03-31 21:52:09.69,0.000,Custom
144,796,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:52:19.041,2025-03-31 21:52:19.041,0.000,Custom
145,797,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:52:29.04,2025-03-31 21:52:29.04,0.000,Custom
146,798,1.000,0.700,0.000,0.000,0.000,0.700,2025-03-31 21:53:09.871,2025-03-31 21:53:09.871,0.000,Custom
147,799,1.000,0.800,0.000,0.000,0.800,0.700,2025-03-31 21:53:19.861,2025-03-31 21:53:19.861,0.000,Custom
148,801,1.000,0.900,0.000,0.000,0.850,0.800,2025-03-31 21:54:10.751,2025-03-31 21:54:10.751,0.000,Custom
149,802,1.000,2.500,0.000,0.000,2.500,0.000,2025-03-31 21:54:21.301,2025-03-31 21:54:21.301,0.000,Custom
150,803,1.000,0.900,0.000,0.000,0.900,0.000,2025-03-31 21:54:30.233,2025-03-31 21:54:30.233,0.000,Custom
151,804,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:55:10.604,2025-03-31 21:55:10.604,0.000,Custom
152,805,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:55:21.082,2025-03-31 21:55:21.082,0.000,Custom
153,806,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:55:31.553,2025-03-31 21:55:31.553,0.000,Custom
154,808,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:56:18.507,2025-03-31 21:56:18.507,0.000,Custom
155,809,1.000,1.200,0.000,0.000,1.200,1.100,2025-03-31 21:56:30.095,2025-03-31 21:56:30.095,0.000,Custom
156,810,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:57:10.776,2025-03-31 21:57:10.776,0.000,Custom
157,811,1.000,0.900,0.000,0.000,0.900,0.000,2025-03-31 21:57:23.741,2025-03-31 21:57:23.741,0.000,Custom
158,812,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:57:33.851,2025-03-31 21:57:33.851,0.000,Custom
159,813,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:58:11.755,2025-03-31 21:58:11.755,0.000,Custom
160,814,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:58:22.803,2025-03-31 21:58:22.803,0.000,Custom
161,815,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 21:58:32.078,2025-03-31 21:58:32.078,0.000,Custom
162,816,1.000,0.900,0.800,0.850,0.950,0.850,2025-03-31 21:59:11.3,2025-03-31 21:59:11.3,0.000,Custom
163,817,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 21:59:19.457,2025-03-31 21:59:19.457,0.000,Custom
164,818,1.000,0.500,0.400,0.450,0.600,0.550,2025-03-31 21:59:29.305,2025-03-31 21:59:29.305,0.000,Custom
165,819,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:00:13.168,2025-03-31 22:00:13.168,0.000,Custom
166,822,1.000,2.250,0.000,0.000,2.250,0.000,2025-03-31 22:01:10.802,2025-03-31 22:01:10.802,0.000,Custom
167,823,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:01:21.606,2025-03-31 22:01:21.606,0.000,Custom
168,825,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:02:09.484,2025-03-31 22:02:09.484,0.000,Custom
169,826,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:02:19.647,2025-03-31 22:02:19.647,0.000,Custom
170,827,1.000,1.000,0.000,0.000,0.000,1.000,2025-03-31 22:02:28.94,2025-03-31 22:02:28.94,0.000,Custom
171,828,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:03:09.445,2025-03-31 22:03:09.445,0.000,Custom
172,829,1.000,3.030,0.000,0.000,0.000,0.000,2025-03-31 22:03:18.807,2025-03-31 22:03:18.807,0.000,Custom
173,831,1.000,1.000,1.000,1.000,0.000,0.000,2025-03-31 22:04:10.674,2025-03-31 22:04:10.674,0.000,Custom
174,832,1.000,1.000,1.000,1.000,0.000,0.000,2025-03-31 22:04:20.484,2025-03-31 22:04:20.484,0.000,Custom
175,833,1.000,1.000,1.000,1.000,0.000,1.000,2025-03-31 22:04:30.466,2025-03-31 22:04:30.466,0.000,Custom
176,835,1.000,1.000,1.000,1.000,0.000,1.000,2025-03-31 22:05:21.835,2025-03-31 22:05:21.835,0.000,Custom
177,836,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:05:31.325,2025-03-31 22:05:31.325,0.000,Custom
178,837,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:06:08.971,2025-03-31 22:06:08.971,0.000,Custom
179,838,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:06:19.693,2025-03-31 22:06:19.693,0.000,Custom
180,839,1.000,0.900,0.000,0.000,0.900,0.850,2025-03-31 22:06:28.74,2025-03-31 22:06:28.74,0.000,Custom
181,840,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:07:08.768,2025-03-31 22:07:08.768,0.000,Custom
182,841,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:07:18.366,2025-03-31 22:07:18.366,0.000,Custom
183,842,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:07:30.307,2025-03-31 22:07:30.307,0.000,Custom
184,843,1.000,0.700,0.000,0.000,0.000,0.700,2025-03-31 22:08:12.126,2025-03-31 22:08:12.126,0.000,Custom
185,845,1.000,0.900,0.000,0.000,0.000,0.000,2025-03-31 22:08:28.29,2025-03-31 22:08:28.29,0.000,Custom
186,846,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:09:11.027,2025-03-31 22:09:11.027,0.000,Custom
187,847,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:09:20.308,2025-03-31 22:09:20.308,0.000,Custom
188,848,1.000,2.500,0.000,0.000,2.500,0.000,2025-03-31 22:09:31.112,2025-03-31 22:09:31.112,0.000,Custom
189,849,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:10:12.344,2025-03-31 22:10:12.344,0.000,Custom
190,851,1.000,0.900,0.000,0.000,0.000,0.000,2025-03-31 22:10:32.92,2025-03-31 22:10:32.92,0.000,Custom
191,852,1.000,1.500,0.000,0.000,1.500,0.000,2025-03-31 22:11:08.139,2025-03-31 22:11:08.139,0.000,Custom
192,853,1.000,1.000,1.000,1.000,1.000,1.000,2025-03-31 22:11:18.641,2025-03-31 22:11:18.641,0.000,Custom
193,854,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:11:27.526,2025-03-31 22:11:27.526,0.000,Custom
194,855,1.000,0.900,0.800,0.850,0.950,0.850,2025-03-31 22:12:11.515,2025-03-31 22:12:11.515,0.000,Custom
195,856,1.000,0.900,0.000,0.000,0.000,0.000,2025-03-31 22:12:20.841,2025-03-31 22:12:20.841,0.000,Custom
196,857,1.000,3.000,0.000,0.000,3.000,0.000,2025-03-31 22:12:32.267,2025-03-31 22:12:32.267,0.000,Custom
197,858,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:13:10.443,2025-03-31 22:13:10.443,0.000,Custom
198,859,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:13:19.387,2025-03-31 22:13:19.387,0.000,Custom
199,861,1.000,0.750,0.600,0.650,0.750,0.700,2025-03-31 22:14:09.975,2025-03-31 22:14:09.975,0.000,Custom
200,862,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:14:20.471,2025-03-31 22:14:20.471,0.000,Custom
201,863,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:14:28.966,2025-03-31 22:14:28.966,0.000,Custom
202,864,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:15:10.116,2025-03-31 22:15:10.116,0.000,Custom
203,865,1.000,1.200,0.000,0.000,0.000,0.000,2025-03-31 22:15:20.043,2025-03-31 22:15:20.043,0.000,Custom
204,866,1.000,0.900,0.800,0.850,0.950,0.850,2025-03-31 22:15:29.928,2025-03-31 22:15:29.928,0.000,Custom
205,868,1.000,3.000,0.000,0.000,3.000,0.000,2025-03-31 22:16:18.933,2025-03-31 22:16:18.933,0.000,Custom
206,869,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:16:27.519,2025-03-31 22:16:27.519,0.000,Custom
207,870,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:17:10.948,2025-03-31 22:17:10.948,0.000,Custom
208,871,1.000,0.900,0.000,0.000,0.000,0.800,2025-03-31 22:17:19.065,2025-03-31 22:17:19.065,0.000,Custom
209,872,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:17:30.088,2025-03-31 22:17:30.088,0.000,Custom
210,873,1.000,3.000,0.000,0.000,3.000,0.000,2025-03-31 22:18:10.707,2025-03-31 22:18:10.707,0.000,Custom
211,874,1.000,0.800,0.000,0.000,0.000,0.000,2025-03-31 22:18:20.66,2025-03-31 22:18:20.66,0.000,Custom
212,875,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:18:30.429,2025-03-31 22:18:30.429,0.000,Custom
213,876,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:19:10.166,2025-03-31 22:19:10.166,0.000,Custom
214,877,1.000,2.500,0.000,0.000,2.500,2.500,2025-03-31 22:19:20.634,2025-03-31 22:19:20.634,0.000,Custom
215,878,1.000,1.000,1.000,1.000,1.000,1.000,2025-03-31 22:19:31.299,2025-03-31 22:19:31.299,0.000,Custom
216,879,1.000,1.000,1.000,1.000,1.000,1.000,2025-03-31 22:20:10.774,2025-03-31 22:20:10.774,0.000,Custom
217,880,1.000,1.000,1.000,1.000,0.000,0.000,2025-03-31 22:20:21.176,2025-03-31 22:20:21.176,0.000,Custom
218,882,1.000,1.000,0.000,0.000,0.000,1.000,2025-03-31 22:21:09.535,2025-03-31 22:21:09.535,0.000,Custom
219,883,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:21:18.798,2025-03-31 22:21:18.798,0.000,Custom
220,884,1.000,0.500,0.000,0.000,0.500,0.400,2025-03-31 22:21:30.074,2025-03-31 22:21:30.074,0.000,Custom
221,885,1.000,2.500,0.000,0.000,2.500,0.000,2025-03-31 22:22:10.409,2025-03-31 22:22:10.409,0.000,Custom
222,886,1.000,2.500,0.000,0.000,2.500,0.000,2025-03-31 22:22:20.962,2025-03-31 22:22:20.962,0.000,Custom
223,887,1.000,1.000,1.000,1.000,1.000,1.000,2025-03-31 22:22:31.431,2025-03-31 22:22:31.431,0.000,Custom
224,888,1.000,0.300,0.000,0.000,0.300,0.000,2025-03-31 22:23:11.035,2025-03-31 22:23:11.035,0.000,Custom
225,889,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:23:22.524,2025-03-31 22:23:22.524,0.000,Custom
226,891,1.000,1.000,0.000,0.000,1.000,0.000,2025-03-31 22:24:12.024,2025-03-31 22:24:12.024,0.000,Custom
227,892,1.000,0.900,0.000,0.000,0.000,0.000,2025-03-31 22:24:21.376,2025-03-31 22:24:21.376,0.000,Custom
228,895,1.000,0.850,0.000,0.000,0.850,0.000,2025-03-31 22:25:16.568,2025-03-31 22:25:16.568,0.000,Custom
229,896,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:25:25.922,2025-03-31 22:25:25.922,0.000,Custom
230,897,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:26:10.639,2025-03-31 22:26:10.639,0.000,Custom
231,898,1.000,1.000,0.000,0.000,0.000,1.000,2025-03-31 22:26:19.936,2025-03-31 22:26:19.936,0.000,Custom
232,899,1.000,0.800,0.000,0.000,0.800,0.700,2025-03-31 22:26:32.078,2025-03-31 22:26:32.078,0.000,Custom
233,900,1.000,1.300,0.000,0.000,1.300,1.200,2025-03-31 22:27:12.95,2025-03-31 22:27:12.95,0.000,Custom
234,901,1.000,1.300,1.200,1.200,1.300,1.200,2025-03-31 22:27:23.058,2025-03-31 22:27:23.058,0.000,Custom
235,902,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:27:32.828,2025-03-31 22:27:32.828,0.000,Custom
236,903,1.000,3.000,0.000,0.000,3.000,0.000,2025-03-31 22:28:11.585,2025-03-31 22:28:11.585,0.000,Custom
237,905,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:28:27.411,2025-03-31 22:28:27.411,0.000,Custom
238,906,1.000,1.000,0.000,0.000,0.000,0.000,2025-03-31 22:29:11.366,2025-03-31 22:29:11.366,0.000,Custom
239,907,1.000,0.900,0.800,0.850,0.950,0.850,2025-03-31 22:29:22.189,2025-03-31 22:29:22.189,0.000,Custom
240,908,1.000,0.900,0.800,0.850,0.950,0.800,2025-03-31 22:29:32.349,2025-03-31 22:29:32.349,0.000,Custom
241,909,1.000,0.000,0.000,0.000,0.000,0.000,2025-03-31 22:30:11.726,2025-03-31 22:30:11.726,0.000,Custom
242,910,1.000,1.000,0.000,0.000,1.000,0.000,2025-03-31 22:30:21.588,2025-03-31 22:30:21.588,0.000,Custom
243,911,1.000,1.000,1.000,1.000,1.000,1.000,2025-03-31 22:30:31.878,2025-03-31 22:30:31.878,0.000,Custom
244,912,1.000,1.000,1.000,1.000,1.000,1.000,2025-03-31 22:31:10.47,2025-03-31 22:31:10.47,0.000,Custom
245,913,1.000,1.000,1.000,1.000,1.000,1.000,2025-03-31 22:31:18.778,2025-03-31 22:31:18.778,0.000,Custom
246,914,1.000,0.750,0.000,0.000,0.000,0.000,2025-03-31 22:31:30.462,2025-03-31 22:31:30.462,0.000,Custom
247,915,1.000,0.700,0.000,0.000,0.000,0.700,2025-03-31 22:32:12.622,2025-03-31 22:32:12.622,0.000,Custom
248,916,1.000,0.700,0.000,0.000,0.000,0.700,2025-03-31 22:32:21.707,2025-03-31 22:32:21.707,0.000,Custom
249,917,1.000,0.700,0.000,0.000,0.000,0.700,2025-03-31 22:32:32.466,2025-03-31 22:32:32.466,0.000,Custom
250,918,1.000,0.700,0.000,0.000,0.000,0.700,2025-03-31 22:33:08.4,2025-03-31 22:33:08.4,0.000,Custom
251,919,1.000,0.700,0.000,0.000,0.000,0.750,2025-03-31 22:33:17.551,2025-03-31 22:33:17.551,0.000,Custom
252,921,1.000,2.500,0.000,0.000,2.500,0.000,2025-03-31 22:34:11.665,2025-03-31 22:34:11.665,0.000,Custom
